Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site,Broader_Type,Cost_Category,country_flag,country_region,country_subregion,country_currency,country_currency_symbol,country_languages,country_capital,country_timezone,country_population,country_area,country_alpha2,country_alpha3,country_borders,country_latitude,country_longitude,DestinationID,Popularity,BestTimeToVisit,destination,avg_review_rating,review_count,popularity_score,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,air_pollution_avg,air_pollution_2023,destination_latitude,destination_longitude,destination_budget_level,Cluster,Description,image
Perito Moreno Glacier,Argentina,South America,Adventure,110.54,Spring,4.7,1.23,No,Adventure,Moderate,🇦🇷,Americas,South America,ARS,$,Spanish,Buenos Aires,UTC-03:00,45000000.0,2780400.0,AR,ARG,"BO, BR, CL, PY, UY",-38.4161,-63.6167,30,Medium,Spring,Sacred Pagoda (Argentina),4.7,0,49.46,30.0,8.0,20.0,28.0,25.0,35.0,14.0,14.0,-38.2669,-63.7252,Moderate,2,"Nếu bạn đang lên kế hoạch du lịch adventure, Sacred Pagoda (Argentina) ở Argentina chính là lựa chọn lý tưởng. Với mức xếp hạng 4.7/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào spring.",https://images.unsplash.com/photo-1589909202802-8f4aadce1849?w=1200&dest=sacredpagodaargentin7438843962481360345
Santorini,Greece,Europe,City,109.58,Winter,4.3,9.33,Yes,Modern,Moderate,🇬🇷,Europe,Southern Europe,EUR,€,Greek,Athens,UTC+02:00,10700000.0,131957.0,GR,GRC,"AL, BG, TR, MKD",39.0742,21.8243,31,High,Winter,Golden Park (Greece),4.3,0,61.66,55.0,18.0,37.0,44.0,52.0,43.0,18.0,18.0,38.9515,21.6884,Moderate,4,"Trải nghiệm hành trình du lịch city thú vị tại Golden Park (Greece) (Greece). Điểm đến này mang lại cảnh sắc say đắm lòng người, chi phí thuộc mức moderate, đánh giá cao 4.3/5 và rất thích hợp cho chuyến đi vào winter.",https://images.unsplash.com/photo-1533105079780-92b9be482077?w=1200&dest=goldenparkgreece3084498114905543235
Queenstown,New Zealand,Oceania,City,175.07,Winter,4.8,8.78,Yes,Modern,Expensive,🇳🇿,Oceania,Australia and New Zealand,NZD,$,"English, Maori",Wellington,UTC+12:00,5000000.0,268021.0,NZ,NZL,,-40.9006,174.886,32,High,Winter,Golden Temple (New Zealand),4.8,0,65.56,72.0,32.0,53.0,68.0,65.0,85.0,6.0,6.0,-41.0047,174.784,Expensive,3,"Khám phá Golden Temple (New Zealand) tại New Zealand, một điểm đến city tuyệt vời với phong cảnh đẹp và bầu không khí trong lành. Điểm đến này có chi phí dịch vụ expensive (đánh giá trung bình 4.8/5), thích hợp nhất để du lịch vào winter.",https://images.unsplash.com/photo-1489074821641-e5c0c8794882?w=1200&dest=goldentemplenewzeala2080981195124964359
Barceloneta Beach,Spain,Europe,Beach,123.51,Spring,4.7,8.98,Yes,Nature,Moderate,🇪🇸,Europe,Southern Europe,EUR,€,Spanish,Madrid,UTC+01:00,47400000.0,505990.0,ES,ESP,"AD, FR, GI, PT, MA",40.4637,-3.7492,33,High,Spring,Serene Canyon (Spain),4.7,0,64.96,54.0,22.0,39.0,45.0,50.0,70.0,11.0,11.0,40.4926,-3.7838,Moderate,4,"Trải nghiệm hành trình du lịch beach thú vị tại Serene Canyon (Spain) (Spain). Điểm đến này mang lại cảnh sắc say đắm lòng người, chi phí thuộc mức moderate, đánh giá cao 4.7/5 và rất thích hợp cho chuyến đi vào spring.",https://images.unsplash.com/photo-1552465011-b4e21bf6e79a?w=1200&dest=serenecanyonspain5548550944796404273
Amboseli National Park,Kenya,Africa,Adventure,218.59,Winter,4.6,9.01,No,Adventure,Expensive,🇰🇪,Africa,Eastern Africa,KES,Sh,"Swahili, English",Nairobi,UTC+03:00,53700000.0,580367.0,KE,KEN,"ET, SO, SS, TZ, UG",-0.0236,37.9062,34,High,Winter,Lush Temple (Kenya),4.6,1,64.02,32.0,10.0,21.0,31.0,25.0,27.0,18.0,18.0,0.1252,37.9149,Expensive,1,"Khám phá nét độc đáo của Lush Temple (Kenya) - điểm du lịch adventure đặc sắc tại Kenya. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào winter, mức chi phí expensive cùng điểm số đánh giá 4.6/5 ấn tượng.",https://images.unsplash.com/photo-1547970810-dc1eac37d174?w=1200&dest=lushtemplekenya7484326344887433448
Phong Nha-Ke Bang National Park,Vietnam,Asia,Adventure,114.9,Winter,4.4,2.67,Yes,Adventure,Moderate,🇻🇳,Asia,South-Eastern Asia,VND,₫,Vietnamese,Hanoi,UTC+07:00,97300000.0,331210.0,VN,VNM,"KH, CN, LA",14.0583,108.2772,35,High,Winter,Grand Falls (Vietnam),4.4,1,49.34,35.0,12.0,24.0,35.0,20.0,28.0,26.0,26.0,14.1665,108.1306,Moderate,2,"Khám phá nét độc đáo của Grand Falls (Vietnam) - điểm du lịch adventure đặc sắc tại Vietnam. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào winter, mức chi phí moderate cùng điểm số đánh giá 4.4/5 ấn tượng.",https://images.unsplash.com/photo-1528127269322-539801943592?w=1200&dest=grandfallsvietnam6047361370873694423
Phi Phi Islands,Thailand,Asia,Adventure,213.69,Autumn,4.4,8.68,No,Adventure,Expensive,🇹🇭,Asia,South-Eastern Asia,THB,฿,Thai,Bangkok,UTC+07:00,69800000.0,513120.0,TH,THA,"KH, LA, MMR, MY",15.87,100.9925,36,High,Autumn,Golden Valley (Thailand),4.4,0,61.36,38.0,15.0,27.0,39.0,25.0,35.0,22.0,22.0,15.9245,101.0036,Expensive,1,"Khám phá Golden Valley (Thailand) tại Thailand, một điểm đến adventure tuyệt vời với phong cảnh đẹp và bầu không khí trong lành. Điểm đến này có chi phí dịch vụ expensive (đánh giá trung bình 4.4/5), thích hợp nhất để du lịch vào autumn.",https://images.unsplash.com/photo-1506665531195-3566af2b4dfa?w=1200&dest=goldenvalleythailand9136429444320398141
Dolomites,Italy,Europe,Adventure,150.26,Spring,4.4,4.47,No,Adventure,Expensive,🇮🇹,Europe,Southern Europe,EUR,€,Italian,Rome,UTC+01:00,59600000.0,301340.0,IT,ITA,"AT, FR, SM, CH, SI, VA",41.8719,12.5674,37,High,Spring,Ancient Temple (Italy),4.4,0,52.94,60.0,24.0,43.0,50.0,56.0,65.0,16.0,16.0,41.9525,12.5195,Expensive,4,"Ancient Temple (Italy) là địa danh adventure nổi tiếng hàng đầu tại Italy. Được đánh giá 4.4/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí expensive và thời điểm ghé thăm hoàn hảo nhất là vào spring.",https://images.unsplash.com/photo-1520175480921-4edfa2983e0f?w=1200&dest=ancienttempleitaly2980956329980981885
Quebec City,Canada,North America,City,130.22,Autumn,4.4,3.71,Yes,Modern,Moderate,🇨🇦,Americas,Northern America,CAD,$,"English, French",Ottawa,UTC-05:00,38000000.0,9984670.0,CA,CAN,US,56.1304,-106.3468,38,High,Autumn,Mystic Canyon (Canada),4.4,0,51.42,70.0,34.0,53.0,66.0,64.0,90.0,8.0,8.0,56.1108,-106.3607,Moderate,0,"Mystic Canyon (Canada) là địa danh city nổi tiếng hàng đầu tại Canada. Được đánh giá 4.4/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí moderate và thời điểm ghé thăm hoàn hảo nhất là vào autumn.",https://images.unsplash.com/photo-1503614472-8c93d56e92ce?w=1200&dest=mysticcanyoncanada6427162083614020170
Jaipur,India,Asia,City,141.94,Summer,4.6,5.43,No,Modern,Moderate,🇮🇳,Asia,Southern Asia,INR,₹,"Hindi, English",New Delhi,UTC+05:30,1380000000.0,3287263.0,IN,IND,"BD, BT, CN, MMR, NPL, PK",20.5937,78.9629,39,High,Summer,Sacred Valley (India),4.6,4,56.86,25.0,6.0,16.0,25.0,18.0,48.0,45.0,45.0,20.7353,79.0415,Moderate,5,"Sacred Valley (India) là địa danh city nổi tiếng hàng đầu tại India. Được đánh giá 4.6/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí moderate và thời điểm ghé thăm hoàn hảo nhất là vào summer.",https://images.unsplash.com/photo-1564507592333-c60657eea523?w=1200&dest=sacredvalleyindia2378269501016507143
Vatican City,Italy,Europe,Religious,102.85,Summer,4.9,9.73,No,Heritage,Moderate,🇮🇹,Europe,Southern Europe,EUR,€,Italian,Rome,UTC+01:00,59600000.0,301340.0,IT,ITA,"AT, FR, SM, CH, SI, VA",41.8719,12.5674,40,High,Summer,Serene Ruins (Italy),4.9,1,68.46,60.0,24.0,43.0,50.0,56.0,65.0,16.0,16.0,41.9957,12.6786,Moderate,4,"Khám phá nét độc đáo của Serene Ruins (Italy) - điểm du lịch religious đặc sắc tại Italy. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào summer, mức chi phí moderate cùng điểm số đánh giá 4.9/5 ấn tượng.",https://images.unsplash.com/photo-1529260830199-42c24126f198?w=1200&dest=sereneruinsitaly3319232366448142659
Sharm El Sheikh,Egypt,Africa,Beach,216.54,Autumn,4.8,8.06,No,Nature,Expensive,🇪🇬,Africa,Northern Africa,EGP,E£,Arabic,Cairo,UTC+02:00,102000000.0,1002450.0,EG,EGY,"IL, LY, SD",26.8206,30.8025,81,High,Autumn,Serene Plaza (Egypt),4.8,0,64.12,28.0,6.0,17.0,26.0,20.0,22.0,35.0,35.0,26.9464,30.8118,Expensive,1,"Khám phá nét độc đáo của Serene Plaza (Egypt) - điểm du lịch beach đặc sắc tại Egypt. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào autumn, mức chi phí expensive cùng điểm số đánh giá 4.8/5 ấn tượng.",https://images.unsplash.com/photo-1568322445389-f64ac2515020?w=1200&dest=sereneplazaegypt6668816036081186778
Wat Arun (Bangkok),Thailand,Asia,City,158.25,Winter,4.2,0.84,No,Modern,Expensive,🇹🇭,Asia,South-Eastern Asia,THB,฿,Thai,Bangkok,UTC+07:00,69800000.0,513120.0,TH,THA,"KH, LA, MMR, MY",15.87,100.9925,83,Medium,Winter,Sacred Pagoda (Thailand),4.2,0,43.68,38.0,15.0,27.0,39.0,25.0,35.0,22.0,22.0,15.7406,100.8629,Expensive,5,"Nếu bạn đang lên kế hoạch du lịch city, Sacred Pagoda (Thailand) ở Thailand chính là lựa chọn lý tưởng. Với mức xếp hạng 4.2/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc expensive, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào winter.",https://images.unsplash.com/photo-1552465011-b4e21bf6e79a?w=1200&dest=sacredpagodathailand3095920123814390590
Black Forest,Germany,Europe,Adventure,129.27,Spring,4.5,0.85,No,Adventure,Moderate,🇩🇪,Europe,Western Europe,EUR,€,German,Berlin,UTC+01:00,83100000.0,357022.0,DE,DEU,"DK, PL, CZ, AT, CH, FR, LU, BE, NL",51.1657,10.4515,85,Medium,Spring,Lush Park (Germany),4.5,0,46.7,65.0,28.0,47.0,52.0,58.0,95.0,12.0,12.0,51.0896,10.4799,Moderate,0,"Khám phá nét độc đáo của Lush Park (Germany) - điểm du lịch adventure đặc sắc tại Germany. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào spring, mức chi phí moderate cùng điểm số đánh giá 4.5/5 ấn tượng.",https://images.unsplash.com/photo-1543629795-6c3e5d3e7e14?w=1200&dest=lushparkgermany7746215471487927044
Hassan II Mosque (Casablanca),Morocco,Africa,City,113.48,Spring,4.6,0.99,No,Modern,Moderate,🇲🇦,Africa,Northern Africa,MAD,DH,Arabic,Rabat,UTC+01:00,36900000.0,446550.0,MA,MAR,"DZ, EH, ES",31.7917,-7.0926,88,Medium,Spring,Crystal Temple (Morocco),4.6,0,47.98,30.0,9.0,20.0,27.0,22.0,32.0,28.0,28.0,31.8426,-7.1483,Moderate,2,"Nếu bạn đang lên kế hoạch du lịch city, Crystal Temple (Morocco) ở Morocco chính là lựa chọn lý tưởng. Với mức xếp hạng 4.6/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào spring.",https://images.unsplash.com/photo-1511715282680-fbf93a50e721?w=1200&dest=crystaltemplemorocco4106512701864076821
"Pelourinho, Salvador",Brazil,South America,Historical,269.45,Spring,5.0,6.56,No,Heritage,Luxury,🇧🇷,Americas,South America,BRL,R$,Portuguese,Brasilia,UTC-03:00,211000000.0,8515767.0,BR,BRA,"AR, BO, CO, GF, GY, PY, PE, SR, UY, VE",-14.235,-51.9253,89,High,Spring,Ancient Ruins (Brazil),5.0,0,63.12,34.0,10.0,23.0,29.0,26.0,33.0,15.0,15.0,-14.2663,-51.8738,Luxury,1,"Ancient Ruins (Brazil) là địa danh historical nổi tiếng hàng đầu tại Brazil. Được đánh giá 5.0/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí luxury và thời điểm ghé thăm hoàn hảo nhất là vào spring.",https://images.unsplash.com/photo-1483729558449-99ef09a8c325?w=1200&dest=ancientruinsbrazil223083543841106485
Neuschwanstein Castle,Germany,Europe,City,48.74,Autumn,4.6,8.05,No,Modern,Budget,🇩🇪,Europe,Western Europe,EUR,€,German,Berlin,UTC+01:00,83100000.0,357022.0,DE,DEU,"DK, PL, CZ, AT, CH, FR, LU, BE, NL",51.1657,10.4515,90,High,Autumn,Serene Valley (Germany),4.6,0,62.1,65.0,28.0,47.0,52.0,58.0,95.0,12.0,12.0,51.1529,10.5802,Budget,0,"Serene Valley (Germany) là địa danh city nổi tiếng hàng đầu tại Germany. Được đánh giá 4.6/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí budget và thời điểm ghé thăm hoàn hảo nhất là vào autumn.",https://images.unsplash.com/photo-1467269204594-9661b134dd2b?w=1200&dest=serenevalleygermany108392480125504435
Banff National Park,Canada,North America,Adventure,175.25,Autumn,4.8,4.39,No,Adventure,Expensive,🇨🇦,Americas,Northern America,CAD,$,"English, French",Ottawa,UTC-05:00,38000000.0,9984670.0,CA,CAN,US,56.1304,-106.3468,91,High,Autumn,Golden Park (Canada),4.8,0,56.78,70.0,34.0,53.0,66.0,64.0,90.0,8.0,8.0,55.9832,-106.3105,Expensive,3,"Khám phá Golden Park (Canada) tại Canada, một điểm đến adventure tuyệt vời với phong cảnh đẹp và bầu không khí trong lành. Điểm đến này có chi phí dịch vụ expensive (đánh giá trung bình 4.8/5), thích hợp nhất để du lịch vào autumn.",https://images.unsplash.com/photo-1517935706615-2717063c2225?w=1200&dest=goldenparkcanada3644339789963005411
Zhangjiajie National Forest Park,China,Asia,Adventure,133.29,Summer,4.4,2.88,No,Adventure,Moderate,🇨🇳,Asia,Eastern Asia,CNY,¥,Chinese,Beijing,UTC+08:00,1400000000.0,9596961.0,CN,CHN,"AF, BT, MMR, IN, KZ, KG, LA, MNG, NPL, KP, PK, RU, TJ, VN",35.8617,104.1954,92,High,Summer,Crystal Plaza (China),4.4,0,49.76,40.0,16.0,29.0,40.0,28.0,60.0,25.0,25.0,36.0105,104.0674,Moderate,5,"Khám phá nét độc đáo của Crystal Plaza (China) - điểm du lịch adventure đặc sắc tại China. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào summer, mức chi phí moderate cùng điểm số đánh giá 4.4/5 ấn tượng.",https://images.unsplash.com/photo-1545893835-abaa50cbe628?w=1200&dest=crystalplazachina6298212717098663619
Jaipur (Pink City),India,Asia,City,74.03,Summer,4.4,3.88,No,Modern,Budget,🇮🇳,Asia,Southern Asia,INR,₹,"Hindi, English",New Delhi,UTC+05:30,1380000000.0,3287263.0,IN,IND,"BD, BT, CN, MMR, NPL, PK",20.5937,78.9629,95,High,Summer,Golden Valley (India),4.4,0,51.76,25.0,6.0,16.0,25.0,18.0,48.0,45.0,45.0,20.5292,78.9444,Budget,2,"Golden Valley (India) là địa danh city nổi tiếng hàng đầu tại India. Được đánh giá 4.4/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí budget và thời điểm ghé thăm hoàn hảo nhất là vào summer.",https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=1200&dest=goldenvalleyindia5700466043710429300
Essaouira Beach,Morocco,Africa,Adventure,138.13,Winter,5.0,1.43,No,Adventure,Moderate,🇲🇦,Africa,Northern Africa,MAD,DH,Arabic,Rabat,UTC+01:00,36900000.0,446550.0,MA,MAR,"DZ, EH, ES",31.7917,-7.0926,96,Medium,Winter,Mystic Beach (Morocco),5.0,1,52.86,30.0,9.0,20.0,27.0,22.0,32.0,28.0,28.0,31.8528,-7.0591,Moderate,5,"Khám phá nét độc đáo của Mystic Beach (Morocco) - điểm du lịch adventure đặc sắc tại Morocco. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào winter, mức chi phí moderate cùng điểm số đánh giá 5.0/5 ấn tượng.",https://images.unsplash.com/photo-1511715282680-fbf93a50e721?w=1200&dest=mysticbeachmorocco1579133718949424171
Iguazu Falls,Brazil,South America,Adventure,30.0,Spring,4.2,2.15,Yes,Adventure,Budget,🇧🇷,Americas,South America,BRL,R$,Portuguese,Brasilia,UTC-03:00,211000000.0,8515767.0,BR,BRA,"AR, BO, CO, GF, GY, PY, PE, SR, UY, VE",-14.235,-51.9253,97,High,Spring,Hidden Falls (Brazil),4.2,0,46.3,34.0,10.0,23.0,29.0,26.0,33.0,15.0,15.0,-14.3827,-51.8302,Budget,2,"Khám phá nét độc đáo của Hidden Falls (Brazil) - điểm du lịch adventure đặc sắc tại Brazil. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào spring, mức chi phí budget cùng điểm số đánh giá 4.2/5 ấn tượng.",https://images.unsplash.com/photo-1516834474-48c0abc2a902?w=1200&dest=hiddenfallsbrazil8786348366495883381
Forbidden City,China,Asia,Historical,50.25,Autumn,4.1,6.35,Yes,Heritage,Budget,🇨🇳,Asia,Eastern Asia,CNY,¥,Chinese,Beijing,UTC+08:00,1400000000.0,9596961.0,CN,CHN,"AF, BT, MMR, IN, KZ, KG, LA, MNG, NPL, KP, PK, RU, TJ, VN",35.8617,104.1954,98,High,Autumn,Ancient Pagoda (China),4.1,0,53.7,40.0,16.0,29.0,40.0,28.0,60.0,25.0,25.0,35.9912,104.0765,Budget,2,"Ancient Pagoda (China) là địa danh historical nổi tiếng hàng đầu tại China. Được đánh giá 4.1/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí budget và thời điểm ghé thăm hoàn hảo nhất là vào autumn.",https://images.unsplash.com/photo-1537819191377-d3305ffddce4?w=1200&dest=ancientpagodachina2525879328008781452
Notre Dame Cathedral (Paris),France,Europe,Religious,128.0,Summer,4.5,4.06,No,Heritage,Moderate,🇫🇷,Europe,Western Europe,EUR,€,French,Paris,UTC+01:00,67400000.0,643801.0,FR,FRA,"AD, BE, DE, IT, LU, MC, ES, CH",46.2276,2.2137,99,High,Summer,Hidden Temple (France),4.5,33,53.12,74.0,30.0,53.0,68.0,72.0,85.0,10.0,10.0,46.1569,2.3306,Moderate,0,"Nếu bạn đang lên kế hoạch du lịch religious, Hidden Temple (France) ở France chính là lựa chọn lý tưởng. Với mức xếp hạng 4.5/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào summer.",https://images.unsplash.com/photo-1549144511-f099e773c147?w=1200&dest=hiddentemplefrance8056889600799137303
Loire Valley,France,Europe,Nature,100.92,Winter,4.6,1.17,Yes,Nature,Moderate,🇫🇷,Europe,Western Europe,EUR,€,French,Paris,UTC+01:00,67400000.0,643801.0,FR,FRA,"AD, BE, DE, IT, LU, MC, ES, CH",46.2276,2.2137,100,Medium,Winter,Lush Valley (France),4.6,0,48.34,74.0,30.0,53.0,68.0,72.0,85.0,10.0,10.0,46.1242,2.1482,Moderate,0,"Khám phá nét độc đáo của Lush Valley (France) - điểm du lịch nature đặc sắc tại France. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào winter, mức chi phí moderate cùng điểm số đánh giá 4.6/5 ấn tượng.",https://images.unsplash.com/photo-1511739001486-6bfe10ce785f?w=1200&dest=lushvalleyfrance8917248374337090557
Table Mountain (Cape Town),South Africa,Africa,City,139.88,Autumn,4.5,6.06,No,Modern,Moderate,🇿🇦,Africa,Southern Africa,ZAR,R,"Zulu, Xhosa, Afrikaans, English",Pretoria,UTC+02:00,59300000.0,1221037.0,ZA,ZAF,"BW, LS, MZ, NA, SZ, ZW",-30.5595,22.9375,101,High,Autumn,Hidden Ruins (South Africa),4.5,0,57.12,38.0,14.0,26.0,34.0,32.0,73.0,22.0,22.0,-30.4942,22.8486,Moderate,5,"Nếu bạn đang lên kế hoạch du lịch city, Hidden Ruins (South Africa) ở South Africa chính là lựa chọn lý tưởng. Với mức xếp hạng 4.5/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào autumn.",https://images.unsplash.com/photo-1580408041445-3966bb7ed408?w=1200&dest=hiddenruinssouthafri516418411305098272
White Desert National Park,Egypt,Africa,Nature,155.68,Summer,4.7,4.19,No,Nature,Expensive,🇪🇬,Africa,Northern Africa,EGP,E£,Arabic,Cairo,UTC+02:00,102000000.0,1002450.0,EG,EGY,"IL, LY, SD",26.8206,30.8025,102,High,Summer,Mystic Canyon (Egypt),4.7,0,55.38,28.0,6.0,17.0,26.0,20.0,22.0,35.0,35.0,26.8222,30.7278,Expensive,5,"Mystic Canyon (Egypt) là địa danh nature nổi tiếng hàng đầu tại Egypt. Được đánh giá 4.7/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí expensive và thời điểm ghé thăm hoàn hảo nhất là vào summer.",https://images.unsplash.com/photo-1572252009286-268acec5ca0a?w=1200&dest=mysticcanyonegypt2314539174531373846
Meteora,Greece,Europe,Nature,119.24,Summer,5.0,5.68,No,Nature,Moderate,🇬🇷,Europe,Southern Europe,EUR,€,Greek,Athens,UTC+02:00,10700000.0,131957.0,GR,GRC,"AL, BG, TR, MKD",39.0742,21.8243,103,High,Summer,Grand Plaza (Greece),5.0,0,61.36,55.0,18.0,37.0,44.0,52.0,43.0,18.0,18.0,38.9519,21.8014,Moderate,4,"Khám phá Grand Plaza (Greece) tại Greece, một điểm đến nature tuyệt vời với phong cảnh đẹp và bầu không khí trong lành. Điểm đến này có chi phí dịch vụ moderate (đánh giá trung bình 5.0/5), thích hợp nhất để du lịch vào summer.",https://images.unsplash.com/photo-1516298340221-0aa6eb47ad87?w=1200&dest=grandplazagreece3210457089427789598
"Tofino, Vancouver Island",Canada,North America,Beach,142.41,Winter,4.7,9.63,Yes,Nature,Moderate,🇨🇦,Americas,Northern America,CAD,$,"English, French",Ottawa,UTC-05:00,38000000.0,9984670.0,CA,CAN,US,56.1304,-106.3468,104,High,Winter,Crystal Park (Canada),4.7,0,66.26,70.0,34.0,53.0,66.0,64.0,90.0,8.0,8.0,55.9936,-106.3967,Moderate,0,"Crystal Park (Canada) là địa danh beach nổi tiếng hàng đầu tại Canada. Được đánh giá 4.7/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí moderate và thời điểm ghé thăm hoàn hảo nhất là vào winter.",https://images.unsplash.com/photo-1517935706615-2717063c2225?w=1200&dest=crystalparkcanada6484207591303321496
Santorini Caldera,Greece,Europe,Nature,125.68,Summer,4.6,3.53,No,Nature,Moderate,🇬🇷,Europe,Southern Europe,EUR,€,Greek,Athens,UTC+02:00,10700000.0,131957.0,GR,GRC,"AL, BG, TR, MKD",39.0742,21.8243,105,High,Summer,Grand Falls (Greece),4.6,0,53.06,55.0,18.0,37.0,44.0,52.0,43.0,18.0,18.0,39.1153,21.7529,Moderate,4,"Nếu bạn đang lên kế hoạch du lịch nature, Grand Falls (Greece) ở Greece chính là lựa chọn lý tưởng. Với mức xếp hạng 4.6/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào summer.",https://images.unsplash.com/photo-1516298340221-0aa6eb47ad87?w=1200&dest=grandfallsgreece7867724657559102703
